ts,session,venue,order_id,client_id,sleeve,instrument,side,qty,order_type,time_in_force,limit_price,reference_price,notional,reason,status,reject_reason,fill_price,fee
2026-12-04 20:00:00-05:00,weekend,crypto,crypto-12,20261204T200000-btc,btc,BTC-USD,sell,0.001168,limit,day,101892.22716,102096.41999999998,119.01012132288,above band: 37.12% vs 33.00%-37.00%,filled,,102014.742864,0.11915321966515198
2026-12-04 22:30:00-05:00,weekend,crypto,crypto-13,20261204T223000-btc,btc,BTC-USD,sell,0.00039,limit,day,102163.1642,102367.9,39.843634038,above band: 37.04% vs 33.00%-37.00%,filled,,102286.00567999999,0.0398915422152
2026-12-05 01:00:00-05:00,weekend,crypto,crypto-14,20261205T010000-btc,btc,BTC-USD,sell,0.001798,limit,day,103242.26168,103449.16,185.62958650064,above band: 37.18% vs 33.00%-37.00%,filled,,103366.400672,0.185852788408256
2026-12-05 08:00:00-05:00,weekend,crypto,crypto-15,20261205T080000-btc,btc,BTC-USD,sell,0.000727,limit,day,103322.13162,103529.19,75.11518968774,above band: 37.07% vs 33.00%-37.00%,filled,,103446.366648,0.075205508553096
2026-12-05 08:30:00-05:00,weekend,crypto,crypto-16,20261205T083000-btc,btc,BTC-USD,sell,0.000287,limit,day,103518.70768,103726.16,29.70986910416,above band: 37.03% vs 33.00%-37.00%,filled,,103643.179072,0.029745592393664
2026-12-05 09:30:00-05:00,weekend,crypto,crypto-17,20261205T093000-btc,btc,BTC-USD,sell,0.000441,limit,day,103719.88452,103927.73999999999,45.74046907332,above band: 37.04% vs 33.00%-37.00%,filled,,103844.597808,0.045795467633328
2026-12-05 11:30:00-05:00,weekend,crypto,crypto-18,20261205T113000-btc,btc,BTC-USD,sell,0.00136,limit,day,104652.38578,104862.11,142.3272446608,above band: 37.14% vs 33.00%-37.00%,filled,,104778.220312,0.14249837962432002
2026-12-05 12:00:00-05:00,weekend,crypto,crypto-19,20261205T120000-btc,btc,BTC-USD,sell,0.00122,limit,day,105365.73622,105576.88999999998,128.5461981884,above band: 37.12% vs 33.00%-37.00%,filled,,105492.42848799999,0.12870076275536
2026-12-05 13:00:00-05:00,weekend,crypto,crypto-20,20261205T130000-btc,btc,BTC-USD,sell,0.000482,limit,day,105500.64586,105712.07,50.85131130452,above band: 37.05% vs 33.00%-37.00%,filled,,105627.500344,0.050912455165808
2026-12-05 13:30:00-05:00,weekend,crypto,crypto-21,20261205T133000-btc,btc,BTC-USD,sell,0.000326,limit,day,105643.84888,105855.56,34.43989473488,above band: 37.03% vs 33.00%-37.00%,filled,,105770.875552,0.034481305429952
2026-12-05 15:00:00-05:00,weekend,crypto,crypto-22,20261205T150000-btc,btc,BTC-USD,sell,0.001297,limit,day,106240.11396,106453.01999999999,137.79342780612,above band: 37.13% vs 33.00%-37.00%,filled,,106367.857584,0.137959111286448
2026-12-05 17:00:00-05:00,weekend,crypto,crypto-23,20261205T170000-btc,btc,BTC-USD,sell,0.000436,limit,day,106454.42448,106667.75999999998,46.41412907328,above band: 37.04% vs 33.00%-37.00%,filled,,106582.425792,0.046469937645312
2026-12-05 18:00:00-05:00,weekend,crypto,crypto-24,20261205T180000-btc,btc,BTC-USD,sell,0.000733,limit,day,107084.32216,107298.91999999998,78.49280814328,above band: 37.08% vs 33.00%-37.00%,filled,,107213.08086399999,0.078587188273312
2026-12-06 01:00:00-05:00,weekend,crypto,crypto-25,20261206T010000-btc,btc,BTC-USD,sell,0.001254,limit,day,108268.16972,108485.13999999998,135.76828482887998,above band: 37.13% vs 33.00%-37.00%,filled,,108398.35188799999,0.13593153326755195
2026-12-06 01:30:00-05:00,weekend,crypto,crypto-26,20261206T013000-btc,btc,BTC-USD,sell,0.000649,limit,day,108668.40764,108886.18,70.52579655836,above band: 37.07% vs 33.00%-37.00%,filled,,108799.07105599999,0.07061059711534398
2026-12-06 21:00:00-05:00,overnight,crypto,crypto-27,20261206T210000-btc,btc,BTC-USD,sell,0.000855,limit,day,107454.86958,107670.21,91.8739134909,above band: 37.09% vs 33.00%-37.00%,filled,,107637.90893700001,0.092030412141135
2026-12-06 21:30:00-05:00,overnight,crypto,crypto-28,20261206T213000-btc,btc,BTC-USD,sell,0.000684,limit,day,107660.47754,107876.23,73.63976663736001,above band: 37.07% vs 33.00%-37.00%,filled,,107843.867131,0.07376520511760401
2026-12-07 10:30:00-05:00,regular,crypto,crypto-29,20261207T103000-btc,btc,BTC-USD,sell,0.00068,limit,day,107156.92666,107371.67,72.86671012880001,above band: 37.07% vs 33.00%-37.00%,filled,,107339.458499,0.07299083177932
2026-12-09 23:30:00-05:00,overnight,crypto,crypto-30,20261209T233000-btc,btc,BTC-USD,sell,0.001248,limit,day,107925.716,108142.0,134.691293568,above band: 37.13% vs 33.00%-37.00%,filled,,108109.5574,0.1349207276352
2026-12-10 00:00:00-05:00,overnight,crypto,crypto-31,20261210T000000-btc,btc,BTC-USD,sell,0.002101,limit,day,109303.56478,109522.61,229.64678960278,above band: 37.22% vs 33.00%-37.00%,filled,,109489.753217,0.230037971508917
2026-12-10 00:30:00-05:00,overnight,crypto,crypto-32,20261210T003000-btc,btc,BTC-USD,sell,0.001104,limit,day,110010.16874,110230.63,121.45122628895999,above band: 37.12% vs 33.00%-37.00%,filled,,110197.560811,0.12165810713534399
2026-12-10 01:00:00-05:00,overnight,crypto,crypto-33,20261210T010000-btc,btc,BTC-USD,sell,0.00301,limit,day,111827.11756,112051.22,336.5996238556,above band: 37.32% vs 33.00%-37.00%,filled,,112017.604634,0.33717298994834005
2026-12-10 01:30:00-05:00,overnight,crypto,crypto-34,20261210T013000-btc,btc,BTC-USD,sell,0.001922,limit,day,113085.21632,113311.84,217.34978576704003,above band: 37.20% vs 33.00%-37.00%,filled,,113277.846448,0.217720020873056
2026-12-10 01:30:00-05:00,overnight,crypto,crypto-35,20261210T013000-eth,eth,ETH-USD,sell,0.0069,limit,day,3932.12,3940.0,27.131628,above band: 16.53% vs 13.50%-16.50%,filled,,3938.818,0.027177844200000006
2026-12-10 02:00:00-05:00,overnight,crypto,crypto-36,20261210T020000-btc,btc,BTC-USD,sell,0.001642,limit,day,114313.99384,114543.08,187.70357788528,above band: 37.18% vs 33.00%-37.00%,filled,,114508.717076,0.188023313438792
2026-12-10 02:00:00-05:00,overnight,crypto,crypto-37,20261210T020000-eth,eth,ETH-USD,sell,0.02228,limit,day,3975.95216,3983.92,88.5842141248,above band: 16.58% vs 13.50%-16.50%,filled,,3982.7248240000004,0.08873510907872002
2026-12-10 02:30:00-05:00,overnight,crypto,crypto-38,20261210T023000-btc,btc,BTC-USD,sell,0.001016,limit,day,115245.81646,115476.77,117.08974952336,above band: 37.11% vs 33.00%-37.00%,filled,,115442.126969,0.117289201000504
2026-12-10 02:30:00-05:00,overnight,crypto,crypto-39,20261210T023000-eth,eth,ETH-USD,sell,0.01909,limit,day,4013.8562,4021.9,76.624514858,above band: 16.57% vs 13.50%-16.50%,filled,,4020.6934300000003,0.0767550375787
2026-12-10 03:00:00-05:00,overnight,crypto,crypto-40,20261210T030000-btc,btc,BTC-USD,sell,0.001113,limit,day,116029.68558,116262.21,129.14104005054,above band: 37.12% vs 33.00%-37.00%,filled,,116227.33133700001,0.12936101977808104
2026-12-10 03:00:00-05:00,overnight,crypto,crypto-41,20261210T030000-eth,eth,ETH-USD,sell,0.00974,limit,day,4037.02976,4045.12,39.3206698624,above band: 16.54% vs 13.50%-16.50%,filled,,4043.906464,0.03938764895936
2026-12-10 03:30:00-05:00,overnight,crypto,crypto-42,20261210T033000-eth,eth,ETH-USD,sell,0.03621,limit,day,4087.9078,4096.1,148.02314143799998,above band: 16.64% vs 13.50%-16.50%,filled,,4094.8711700000003,0.1482752850657
2026-12-10 03:30:00-05:00,overnight,crypto,crypto-43,20261210T033000-btc,btc,BTC-USD,sell,0.001073,limit,day,116891.32884,117125.58,125.42439584531999,above band: 37.12% vs 33.00%-37.00%,filled,,117090.442326,0.125638044615798
2026-12-10 04:00:00-05:00,pre,crypto,crypto-44,20261210T040000-btc,btc,BTC-USD,sell,0.000423,limit,day,117179.30174,117414.13,49.566844636019994,above band: 37.05% vs 33.00%-37.00%,filled,,117378.905761,0.049651277136902996
2026-12-10 04:00:00-05:00,pre,crypto,crypto-45,20261210T040000-eth,eth,ETH-USD,sell,0.00694,limit,day,4099.4347,4107.65,28.450076818,above band: 16.53% vs 13.50%-16.50%,filled,,4106.417705,0.0284985388727
2026-12-10 05:30:00-05:00,pre,crypto,crypto-46,20261210T053000-eth,eth,ETH-USD,sell,0.03547,limit,day,4148.2369,4156.55,147.137962843,above band: 16.64% vs 13.50%-16.50%,filled,,4155.303035,0.14738859865145001
2026-12-10 06:00:00-05:00,pre,crypto,crypto-47,20261210T060000-btc,btc,BTC-USD,sell,0.000936,limit,day,118331.79214,118568.93,110.75855744304,above band: 37.10% vs 33.00%-37.00%,filled,,118533.359321,0.11094722432445599
2026-12-10 06:00:00-05:00,pre,crypto,crypto-48,20261210T060000-eth,eth,ETH-USD,sell,0.00746,limit,day,4169.47434,4177.83,31.104278576399995,above band: 16.53% vs 13.50%-16.50%,filled,,4176.576651,0.03115726181646
2026-12-10 06:30:00-05:00,pre,crypto,crypto-49,20261210T063000-btc,btc,BTC-USD,sell,0.000228,limit,day,118405.10522,118642.39,26.996363990160003,above band: 37.02% vs 33.00%-37.00%,filled,,118606.797283,0.027042349780524
2026-12-10 07:00:00-05:00,pre,crypto,crypto-50,20261210T070000-btc,btc,BTC-USD,sell,0.000607,limit,day,118522.40016,118759.92,71.94309689712,above band: 37.07% vs 33.00%-37.00%,filled,,118724.29202400001,0.07206564525856801
2026-12-10 08:00:00-05:00,pre,crypto,crypto-51,20261210T080000-btc,btc,BTC-USD,sell,0.000663,limit,day,119243.64478,119482.61,79.05853648914,above band: 37.07% vs 33.00%-37.00%,filled,,119446.76521700001,0.07919320533887099
2026-12-10 08:30:00-05:00,pre,crypto,crypto-52,20261210T083000-btc,btc,BTC-USD,sell,0.000704,limit,day,119586.15838,119825.81,84.18865549952,above band: 37.08% vs 33.00%-37.00%,filled,,119789.862257,0.08433206302892801
2026-12-10 08:30:00-05:00,pre,crypto,crypto-53,20261210T083000-eth,eth,ETH-USD,sell,0.01534,limit,day,4201.40036,4209.82,64.44948152239999,above band: 16.56% vs 13.50%-16.50%,filled,,4208.557054,0.06455926520836
2026-12-10 09:00:00-05:00,pre,crypto,crypto-54,20261210T090000-eth,eth,ETH-USD,sell,0.0167,limit,day,4228.83538,4237.31,70.621550846,above band: 16.56% vs 13.50%-16.50%,filled,,4236.038807000001,0.07074184807690001
2026-12-10 09:00:00-05:00,pre,crypto,crypto-55,20261210T090000-btc,btc,BTC-USD,sell,0.000343,limit,day,120021.14666,120261.67,41.16725330438,above band: 37.04% vs 33.00%-37.00%,filled,,120225.591499,0.041237377884157
2026-12-10 09:30:00-05:00,regular,crypto,crypto-56,20261210T093000-btc,btc,BTC-USD,sell,0.000628,limit,day,120622.4716,120864.2,75.7509121648,above band: 37.07% vs 33.00%-37.00%,filled,,120827.94074,0.07587994678472
2026-12-10 09:30:00-05:00,regular,crypto,crypto-57,20261210T093000-eth,eth,ETH-USD,sell,0.01237,limit,day,4254.41412,4262.94,52.627102664400006,above band: 16.55% vs 13.50%-16.50%,filled,,4261.661118,0.052716748029660004
2026-12-10 09:30:00-05:00,regular,equities,equities-1,20261210T093000-us_large_cap,us_large_cap,VOO,buy,1.0,limit,day,524.71,523.66,524.71,below band: 25.14% vs 26.00%-34.00%,filled,,523.712366,0.0
2026-12-11 00:00:00-05:00,overnight,crypto,crypto-58,20261211T000000-btc,btc,BTC-USD,sell,0.001009,limit,day,120536.76336,120778.32,121.62159423023999,above band: 37.11% vs 33.00%-37.00%,filled,,120742.086504,0.121828765282536
2026-12-11 01:30:00-05:00,overnight,crypto,crypto-59,20261211T013000-btc,btc,BTC-USD,sell,0.000533,limit,day,121260.4431,121503.45,64.6318161723,above band: 37.06% vs 33.00%-37.00%,filled,,121466.998965,0.06474191044834501
2026-12-13 13:30:00-05:00,weekend,crypto,crypto-60,20261213T133000-eth,eth,ETH-USD,sell,0.0151,limit,day,4194.56406,4202.97,63.337917306,above band: 16.56% vs 13.50%-16.50%,filled,,4199.607624,0.06341407512240001
2026-12-13 14:30:00-05:00,weekend,crypto,crypto-61,20261213T143000-eth,eth,ETH-USD,sell,0.00764,limit,day,4205.95124,4214.38,32.1334674736,above band: 16.53% vs 13.50%-16.50%,filled,,4211.008496,0.03217210490944
2026-12-13 16:00:00-05:00,weekend,crypto,crypto-62,20261213T160000-eth,eth,ETH-USD,sell,0.02437,limit,day,4246.69958,4255.21,103.4920687646,above band: 16.60% vs 13.50%-16.50%,filled,,4251.805832,0.10361650812584
2026-12-13 16:30:00-05:00,weekend,crypto,crypto-63,20261213T163000-eth,eth,ETH-USD,sell,0.03276,limit,day,4293.43592,4302.04,140.65296073919998,above band: 16.63% vs 13.50%-16.50%,filled,,4298.598368,0.14082208253568
2026-12-13 18:00:00-05:00,weekend,crypto,crypto-64,20261213T180000-eth,eth,ETH-USD,sell,0.00711,limit,day,4309.863,4318.5,30.643125930000004,above band: 16.53% vs 13.50%-16.50%,filled,,4315.0452,0.030679971372
2026-12-13 19:00:00-05:00,weekend,crypto,crypto-65,20261213T190000-eth,eth,ETH-USD,sell,0.01758,limit,day,4328.19626,4336.87,76.08969025079999,above band: 16.57% vs 13.50%-16.50%,filled,,4333.400504,0.07618118086032
2026-12-13 21:00:00-05:00,overnight,crypto,crypto-66,20261213T210000-eth,eth,ETH-USD,sell,0.02785,limit,day,4367.43762,4376.19,121.633137717,above band: 16.61% vs 13.50%-16.50%,filled,,4374.877143,0.12184032843255
2026-12-14 09:30:00-05:00,regular,equities,equities-2,20261214T093000-intl_equity,intl_equity,VXUS,buy,2.0,limit,day,62.0,61.88,124.0,"cash flow: cash 13.52% above 13.00%, deploying",filled,,61.886188000000004,0.0
2026-12-14 10:00:00-05:00,regular,equities,equities-3,20261214T100000-intl_equity,intl_equity,VXUS,buy,2.0,limit,day,62.06,61.94,124.12,"cash flow: cash 13.41% above 13.00%, deploying",filled,,61.946194,0.0
2026-12-14 10:30:00-05:00,regular,equities,equities-4,20261214T103000-intl_equity,intl_equity,VXUS,buy,1.0,limit,day,62.03,61.91,62.03,"cash flow: cash 13.27% above 13.00%, deploying",filled,,61.916191,0.0
2026-12-14 11:00:00-05:00,regular,equities,equities-5,20261214T110000-intl_equity,intl_equity,VXUS,buy,1.0,limit,day,62.16,62.04,62.16,"cash flow: cash 13.23% above 13.00%, deploying",filled,,62.046203999999996,0.0
2026-12-14 13:30:00-05:00,regular,equities,equities-6,20261214T133000-intl_equity,intl_equity,VXUS,buy,1.0,limit,day,61.93,61.81,61.93,"cash flow: cash 13.25% above 13.00%, deploying",filled,,61.816181,0.0
2026-12-14 22:00:00-05:00,overnight,crypto,crypto-67,20261214T220000-eth,eth,ETH-USD,sell,0.00712,limit,day,4378.4256,4387.2,31.174390271999997,above band: 16.53% vs 13.50%-16.50%,filled,,4385.8838399999995,0.031227492940799993
2026-12-14 22:30:00-05:00,overnight,crypto,crypto-68,20261214T223000-eth,eth,ETH-USD,sell,0.01495,limit,day,4411.16998,4420.01,65.94699120099999,above band: 16.56% vs 13.50%-16.50%,filled,,4418.683997,0.06605932575515
2026-12-15 11:00:00-05:00,regular,equities,equities-7,20261215T110000-intl_equity,intl_equity,VXUS,buy,1.0,limit,day,61.84,61.72,61.84,"cash flow: cash 13.31% above 13.00%, deploying",filled,,61.726172,0.0
2026-12-15 13:00:00-05:00,regular,equities,equities-8,20261215T130000-intl_equity,intl_equity,VXUS,buy,1.0,limit,day,61.63,61.51,61.63,"cash flow: cash 13.28% above 13.00%, deploying",filled,,61.516151,0.0
2026-12-16 09:30:00-05:00,regular,equities,equities-9,20261216T093000-intl_equity,intl_equity,VXUS,buy,1.0,limit,day,61.3,61.18,61.3,"cash flow: cash 13.49% above 13.00%, deploying",filled,,61.186118,0.0
2026-12-16 10:00:00-05:00,regular,equities,equities-10,20261216T100000-intl_equity,intl_equity,VXUS,buy,1.0,limit,day,61.38,61.26,61.38,"cash flow: cash 13.40% above 13.00%, deploying",filled,,61.266126,0.0
2026-12-16 10:30:00-05:00,regular,equities,equities-11,20261216T103000-intl_equity,intl_equity,VXUS,buy,1.0,limit,day,61.4,61.28,61.4,"cash flow: cash 13.31% above 13.00%, deploying",filled,,61.286128,0.0
2026-12-16 12:00:00-05:00,regular,equities,equities-12,20261216T120000-intl_equity,intl_equity,VXUS,buy,1.0,limit,day,61.33,61.21,61.33,"cash flow: cash 13.34% above 13.00%, deploying",filled,,61.216121,0.0
2026-12-16 13:00:00-05:00,regular,equities,equities-13,20261216T130000-intl_equity,intl_equity,VXUS,buy,1.0,limit,day,61.32,61.2,61.32,"cash flow: cash 13.35% above 13.00%, deploying",filled,,61.206120000000006,0.0
2026-12-16 17:00:00-05:00,post,crypto,crypto-69,20261216T170000-btc,btc,BTC-USD,buy,0.000532,limit,day,107035.76424,106822.12,56.94302657568001,"cash flow: cash 13.48% above 13.00%, deploying",filled,,106854.166636,0.056846416650352
2026-12-16 17:30:00-05:00,post,crypto,crypto-70,20261216T173000-btc,btc,BTC-USD,buy,0.000526,limit,day,106520.20518,106307.59,56.02962792468,"cash flow: cash 13.48% above 13.00%, deploying",filled,,106339.48227699999,0.05593456767770199
2026-12-16 18:00:00-05:00,post,crypto,crypto-71,20261216T180000-btc,btc,BTC-USD,buy,0.000652,limit,day,105621.65166,105410.83,68.86531688232,"cash flow: cash 13.48% above 13.00%, deploying",filled,,105442.453249,0.068748479518348
2026-12-16 18:30:00-05:00,post,crypto,crypto-72,20261216T183000-btc,btc,BTC-USD,buy,0.000484,limit,day,105658.4952,105447.6,51.1387116768,"cash flow: cash 13.41% above 13.00%, deploying",filled,,105479.23428,0.05105194939152
2026-12-16 19:00:00-05:00,post,crypto,crypto-73,20261216T190000-btc,btc,BTC-USD,buy,0.000336,limit,day,105865.77894,105654.47,35.57090172384,"cash flow: cash 13.35% above 13.00%, deploying",filled,,105686.166341,0.035510551890575996
2026-12-16 19:30:00-05:00,post,crypto,crypto-74,20261216T193000-btc,btc,BTC-USD,buy,0.000331,limit,day,105643.43514,105432.57,34.967977031340006,"cash flow: cash 13.33% above 13.00%, deploying",filled,,105464.199771,0.034908650124201
2026-12-16 20:00:00-05:00,pause,crypto,crypto-75,20261216T200000-btc,btc,BTC-USD,buy,0.002833,limit,day,105742.02192,105530.96,299.56714809936,"cash flow: cash 13.29% above 13.00%, deploying",filled,,105562.619288,0.299058900442904
